sentiment	workerid	tweetid	tweet
negative	AMVYAXSG8W4RE	29761	Zuckerberg reagiert eben nur auf Druck... RT @user Es tut sich was: Neue #Privacy Einstellungen bei #Facebook  ~http 
neutral	AUW4KIZ6BQ496	29761	Zuckerberg reagiert eben nur auf Druck... RT @user Es tut sich was: Neue #Privacy Einstellungen bei #Facebook  ~http 
na	A4ARZZW7QI98E	29761	Zuckerberg reagiert eben nur auf Druck... RT @user Es tut sich was: Neue #Privacy Einstellungen bei #Facebook  ~http 
negative	AMVYAXSG8W4RE	41753	Zu Hause |D Hunger; Klavier...und Hunger
negative	A3Q730ODZOHYZE	41753	Zu Hause |D Hunger; Klavier...und Hunger
neutral	AUW4KIZ6BQ496	41753	Zu Hause |D Hunger; Klavier...und Hunger
positive	A4ARZZW7QI98E	45501	zu Hause (:
positive	AMVYAXSG8W4RE	45501	zu Hause (:
positive	AUW4KIZ6BQ496	45501	zu Hause (:
neutral	A3QQ949RKK5K1W	31174	Zu einen dieser ominösen Abstürtze ist es nicht gekommen! =)
neutral	AUW4KIZ6BQ496	31174	Zu einen dieser ominösen Abstürtze ist es nicht gekommen! =)
positive	A4ARZZW7QI98E	31174	Zu einen dieser ominösen Abstürtze ist es nicht gekommen! =)
neutral	A4ARZZW7QI98E	16671	zorolo verlost einen Samsung 3D-Fernseher; weil @user (~http  weiß; was Fans glücklich macht!
positive	AMVYAXSG8W4RE	16671	zorolo verlost einen Samsung 3D-Fernseher; weil @user (~http  weiß; was Fans glücklich macht!
positive	A3V6IJCJ9XPPJF	16671	zorolo verlost einen Samsung 3D-Fernseher; weil @user (~http  weiß; was Fans glücklich macht!
neutral	AUW4KIZ6BQ496	182053	Zockt mit @user auf der ganz alten Nintendo voll retro SWAG
positive	AMVYAXSG8W4RE	182053	Zockt mit @user auf der ganz alten Nintendo voll retro SWAG
positive	A4ARZZW7QI98E	182053	Zockt mit @user auf der ganz alten Nintendo voll retro SWAG
neutral	AUW4KIZ6BQ496	33999	Zitat: Sagst du’s mir; so vergesse ich es. Zeigst du’s mir; so merke ich es mir. Lässt du mich teilhaben; so verstehe ich es. (China)
neutral	A2DBE2ZBGL1FA1	33999	Zitat: Sagst du’s mir; so vergesse ich es. Zeigst du’s mir; so merke ich es mir. Lässt du mich teilhaben; so verstehe ich es. (China)
neutral	A3Q730ODZOHYZE	33999	Zitat: Sagst du’s mir; so vergesse ich es. Zeigst du’s mir; so merke ich es mir. Lässt du mich teilhaben; so verstehe ich es. (China)
neutral	AUW4KIZ6BQ496	46308	Zitat @user : "Biep! Crckz! Ratter-Ratter! Mehmep! Wiisssssd!... Was denn; ich bin ein Drucker!"
na	AMVYAXSG8W4RE	46308	Zitat @user : "Biep! Crckz! Ratter-Ratter! Mehmep! Wiisssssd!... Was denn; ich bin ein Drucker!"
neutral	A4ARZZW7QI98E	46308	Zitat @user : "Biep! Crckz! Ratter-Ratter! Mehmep! Wiisssssd!... Was denn; ich bin ein Drucker!"
neutral	A4ARZZW7QI98E	45999	Zensur bei Twitter; Facebook; Wikipedia & co.? Aufruf: ~http 
negative	A3Q730ODZOHYZE	45999	Zensur bei Twitter; Facebook; Wikipedia & co.? Aufruf: ~http 
neutral	AUW4KIZ6BQ496	45999	Zensur bei Twitter; Facebook; Wikipedia & co.? Aufruf: ~http 
neutral	A3QQ949RKK5K1W	25817	Zeigt her Eure Lieblinge - Parade 7 Woche ~http 
neutral	A4ARZZW7QI98E	25817	Zeigt her Eure Lieblinge - Parade 7 Woche ~http 
neutral	AUW4KIZ6BQ496	25817	Zeigt her Eure Lieblinge - Parade 7 Woche ~http 
neutral	AUW4KIZ6BQ496	23867	Zehn lustige Domainnamen ~http  #domains #seitennamen #seitenadressen #humor
neutral	A4ARZZW7QI98E	23867	Zehn lustige Domainnamen ~http  #domains #seitennamen #seitenadressen #humor
neutral	AFZLOOBF73ONL	23867	Zehn lustige Domainnamen ~http  #domains #seitennamen #seitenadressen #humor
positive	A3QQ949RKK5K1W	43184	Yummmmiii   RT: @user 500 g nutella für 0;99€ am Freitag (17.12.) bei Lidl bundesweit ~http
neutral	A4ARZZW7QI98E	43184	Yummmmiii   RT: @user 500 g nutella für 0;99€ am Freitag (17.12.) bei Lidl bundesweit ~http
neutral	AUW4KIZ6BQ496	43184	Yummmmiii   RT: @user 500 g nutella für 0;99€ am Freitag (17.12.) bei Lidl bundesweit ~http
neutral	A4ARZZW7QI98E	48866	You can touch this! Wie die Microsoft Touch Mouse entstand:  ~http 
neutral	A2MIB5EPM59BA5	48866	You can touch this! Wie die Microsoft Touch Mouse entstand:  ~http 
neutral	AUW4KIZ6BQ496	48866	You can touch this! Wie die Microsoft Touch Mouse entstand:  ~http 
neutral	AUW4KIZ6BQ496	17416	yoga und blauer himmel!
positive	A4ARZZW7QI98E	17416	yoga und blauer himmel!
neutral	A2DBE2ZBGL1FA1	17416	yoga und blauer himmel!
neutral	AUW4KIZ6BQ496	3088	Yippiyayee! Über 2.000 (!) Restaurants bei Lieferheld! ~http 
positive	A3QQ949RKK5K1W	3088	Yippiyayee! Über 2.000 (!) Restaurants bei Lieferheld! ~http 
neutral	A3Q730ODZOHYZE	3088	Yippiyayee! Über 2.000 (!) Restaurants bei Lieferheld! ~http 
positive	A4ARZZW7QI98E	45182	Yippieh - jetzt zur Aftershow!!:)
positive	A2MIB5EPM59BA5	45182	Yippieh - jetzt zur Aftershow!!:)
neutral	AUW4KIZ6BQ496	45182	Yippieh - jetzt zur Aftershow!!:)
positive	AMVYAXSG8W4RE	32106	Yey; gestern war fett (: || Auch Wenn Mir 20 Euro fehlen.
positive	A3Q730ODZOHYZE	32106	Yey; gestern war fett (: || Auch Wenn Mir 20 Euro fehlen.
neutral	AUW4KIZ6BQ496	32106	Yey; gestern war fett (: || Auch Wenn Mir 20 Euro fehlen.
positive	A4ARZZW7QI98E	21437	yeeeah hab mir cooking mama gekauft :D
positive	AUW4KIZ6BQ496	21437	yeeeah hab mir cooking mama gekauft :D
positive	AFZLOOBF73ONL	21437	yeeeah hab mir cooking mama gekauft :D
positive	A4ARZZW7QI98E	21900	Yeah! bin alleine in nem fremden Haus.
positive	AUW4KIZ6BQ496	21900	Yeah! bin alleine in nem fremden Haus.
positive	A3QQ949RKK5K1W	21900	Yeah! bin alleine in nem fremden Haus.
positive	AMVYAXSG8W4RE	49545	Yeaaahh geil ; kanns kaum abwarten! Wann ist der realese ???RT @user am Freitag signing für den Re Release mit Sony von Blauer Samt
positive	A4ARZZW7QI98E	49545	Yeaaahh geil ; kanns kaum abwarten! Wann ist der realese ???RT @user am Freitag signing für den Re Release mit Sony von Blauer Samt
positive	AUW4KIZ6BQ496	49545	Yeaaahh geil ; kanns kaum abwarten! Wann ist der realese ???RT @user am Freitag signing für den Re Release mit Sony von Blauer Samt
neutral	AMVYAXSG8W4RE	24261	Yay! Das neue Eden in Neunkirchen arbeitet ab 28.01 mit Digital 3D :-)
positive	AUW4KIZ6BQ496	24261	Yay! Das neue Eden in Neunkirchen arbeitet ab 28.01 mit Digital 3D :-)
neutral	A4ARZZW7QI98E	24261	Yay! Das neue Eden in Neunkirchen arbeitet ab 28.01 mit Digital 3D :-)
negative	A3QQ949RKK5K1W	40023	Yahoo-Chefin per Telefon gekündigt. Hm ... dass dazu nicht das Internet genutzt wurde; zeigt Yahoos Niedergang ganz deutlich ...
negative	A3Q730ODZOHYZE	40023	Yahoo-Chefin per Telefon gekündigt. Hm ... dass dazu nicht das Internet genutzt wurde; zeigt Yahoos Niedergang ganz deutlich ...
negative	A4ARZZW7QI98E	40023	Yahoo-Chefin per Telefon gekündigt. Hm ... dass dazu nicht das Internet genutzt wurde; zeigt Yahoos Niedergang ganz deutlich ...
neutral	A4ARZZW7QI98E	511	Wunderkind stellt in NY aus ~http 
neutral	AMVYAXSG8W4RE	511	Wunderkind stellt in NY aus ~http 
neutral	AUW4KIZ6BQ496	511	Wunderkind stellt in NY aus ~http 
positive	A4ARZZW7QI98E	132019	Wuhu mein Sony Ericsson Satio wurde schon auf 50 € geboten! So kanns weiter gehen xD
positive	A3QQ949RKK5K1W	132019	Wuhu mein Sony Ericsson Satio wurde schon auf 50 € geboten! So kanns weiter gehen xD
positive	A3Q730ODZOHYZE	132019	Wuhu mein Sony Ericsson Satio wurde schon auf 50 € geboten! So kanns weiter gehen xD
neutral	A4ARZZW7QI98E	12756	wuhaaaaaahaaaaaaaaaaaaaa; wer hätte gedacht; dass ich auch bei twitter angemeldet bin ^^
positive	AMVYAXSG8W4RE	12756	wuhaaaaaahaaaaaaaaaaaaaa; wer hätte gedacht; dass ich auch bei twitter angemeldet bin ^^
neutral	AUW4KIZ6BQ496	12756	wuhaaaaaahaaaaaaaaaaaaaa; wer hätte gedacht; dass ich auch bei twitter angemeldet bin ^^
positive	AMVYAXSG8W4RE	29593	Wow; was für ein hübsches #Läufergadget! Die #Sport Watch von Nike misst irgendwie alles & besitzt noch ein TomTom-GPS: ~http 
neutral	AUW4KIZ6BQ496	29593	Wow; was für ein hübsches #Läufergadget! Die #Sport Watch von Nike misst irgendwie alles & besitzt noch ein TomTom-GPS: ~http 
positive	A4ARZZW7QI98E	29593	Wow; was für ein hübsches #Läufergadget! Die #Sport Watch von Nike misst irgendwie alles & besitzt noch ein TomTom-GPS: ~http 
neutral	AUW4KIZ6BQ496	20703	Wow! Duisburg ist doch nicht so tot; wie es manchmal tut!! Vielen Dank an alle Anwesenden; war ja mal wirklich... ~http 
positive	A3Q730ODZOHYZE	20703	Wow! Duisburg ist doch nicht so tot; wie es manchmal tut!! Vielen Dank an alle Anwesenden; war ja mal wirklich... ~http 
positive	A4ARZZW7QI98E	20703	Wow! Duisburg ist doch nicht so tot; wie es manchmal tut!! Vielen Dank an alle Anwesenden; war ja mal wirklich... ~http 
neutral	A2DBE2ZBGL1FA1	20874	Wohnen - Ideen & Inspiration: Am Wochenende macht man es sich doch am liebsten gemütlich; oder? Zumindest am Son... ~http 
neutral	AUW4KIZ6BQ496	20874	Wohnen - Ideen & Inspiration: Am Wochenende macht man es sich doch am liebsten gemütlich; oder? Zumindest am Son... ~http 
neutral	A4ARZZW7QI98E	20874	Wohnen - Ideen & Inspiration: Am Wochenende macht man es sich doch am liebsten gemütlich; oder? Zumindest am Son... ~http 
positive	A3S2JSF2QURI34	39679	Wochenende war produktiv! Neben diesen beiden 15kg+ fischen konnte ich noch 3 weiter carp´s bis 12kg auf der haben... ~http 
neutral	AUW4KIZ6BQ496	39679	Wochenende war produktiv! Neben diesen beiden 15kg+ fischen konnte ich noch 3 weiter carp´s bis 12kg auf der haben... ~http 
positive	A4ARZZW7QI98E	39679	Wochenende war produktiv! Neben diesen beiden 15kg+ fischen konnte ich noch 3 weiter carp´s bis 12kg auf der haben... ~http 
positive	A3QQ949RKK5K1W	32462	Wochen? Monate?-Lang nichts getwittert und immer noch follower unglaublich
neutral	AUW4KIZ6BQ496	32462	Wochen? Monate?-Lang nichts getwittert und immer noch follower unglaublich
positive	A4ARZZW7QI98E	32462	Wochen? Monate?-Lang nichts getwittert und immer noch follower unglaublich
neutral	A3Q730ODZOHYZE	30764	Wobei Appel meiner Meinung auf den besten Weg ist ein 2 Microsoft zu werden
negative	A4ARZZW7QI98E	30764	Wobei Appel meiner Meinung auf den besten Weg ist ein 2 Microsoft zu werden
neutral	AUW4KIZ6BQ496	30764	Wobei Appel meiner Meinung auf den besten Weg ist ein 2 Microsoft zu werden
na	A3QQ949RKK5K1W	39580	Wo yao feng le.
na	AUW4KIZ6BQ496	39580	Wo yao feng le.
na	A4ARZZW7QI98E	39580	Wo yao feng le.
neutral	AUW4KIZ6BQ496	14655	WM Südafrika 2010 - Wer möchte hin?Registriere Dich jetzt und nimm exklusiv am WM Gewinnspiel teil!~http
positive	A3QQ949RKK5K1W	14655	WM Südafrika 2010 - Wer möchte hin?Registriere Dich jetzt und nimm exklusiv am WM Gewinnspiel teil!~http
neutral	A3Q730ODZOHYZE	14655	WM Südafrika 2010 - Wer möchte hin?Registriere Dich jetzt und nimm exklusiv am WM Gewinnspiel teil!~http
neutral	AOGQSPKVZ4OG2	33114	Wirtschaftsminister Rainer Brüderle kann von mir aus nach Fukushima auswandern. Ist ja nicht so schlimm da….
negative	AMVYAXSG8W4RE	33114	Wirtschaftsminister Rainer Brüderle kann von mir aus nach Fukushima auswandern. Ist ja nicht so schlimm da….
negative	A3Q730ODZOHYZE	33114	Wirtschaftsminister Rainer Brüderle kann von mir aus nach Fukushima auswandern. Ist ja nicht so schlimm da….
positive	A4ARZZW7QI98E	2898	wird ja immer geiler hier.
positive	AUW4KIZ6BQ496	2898	wird ja immer geiler hier.
na	A3QQ949RKK5K1W	2898	wird ja immer geiler hier.
neutral	A2DBE2ZBGL1FA1	12636	Wird beim Islam-Studiengang an der Uni Tübingen dann türkisch gesprochen?
neutral	A4ARZZW7QI98E	12636	Wird beim Islam-Studiengang an der Uni Tübingen dann türkisch gesprochen?
neutral	A3Q730ODZOHYZE	12636	Wird beim Islam-Studiengang an der Uni Tübingen dann türkisch gesprochen?
neutral	AUW4KIZ6BQ496	33192	Wird "2001 - Odysee im Weltraum" von Samsung gegen iPad am LG DD ins Feld geführt? ~http 
neutral	A2DBE2ZBGL1FA1	33192	Wird "2001 - Odysee im Weltraum" von Samsung gegen iPad am LG DD ins Feld geführt? ~http 
neutral	A3Q730ODZOHYZE	33192	Wird "2001 - Odysee im Weltraum" von Samsung gegen iPad am LG DD ins Feld geführt? ~http 
positive	A3Q730ODZOHYZE	4622	Wir wünschen ein schönes Paderborner Schützenfest
positive	AUW4KIZ6BQ496	4622	Wir wünschen ein schönes Paderborner Schützenfest
neutral	A4ARZZW7QI98E	4622	Wir wünschen ein schönes Paderborner Schützenfest
positive	A3QQ949RKK5K1W	23154	Wir wünschen allen Kunden und Freunden unseres Weinguts ein gesundes und erfolgreiches neues Jahr!
positive	A4ARZZW7QI98E	23154	Wir wünschen allen Kunden und Freunden unseres Weinguts ein gesundes und erfolgreiches neues Jahr!
positive	A3Q730ODZOHYZE	23154	Wir wünschen allen Kunden und Freunden unseres Weinguts ein gesundes und erfolgreiches neues Jahr!
positive	A4ARZZW7QI98E	321	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	A3QQ949RKK5K1W	321	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	AMVYAXSG8W4RE	321	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	A2DBE2ZBGL1FA1	293	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	A4ARZZW7QI98E	293	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	A3QQ949RKK5K1W	358	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
positive	A4ARZZW7QI98E	358	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
positive	A3Q730ODZOHYZE	293	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
positive	A3Q730ODZOHYZE	358	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
positive	A3Q730ODZOHYZE	22911	Wir sind dabei; Wormser Pfingstmarkt! Wir freuen uns auf interessante Gespräche! Halle 5/512 vom 22. bis 30. Mai 2010 ~http 
positive	AMVYAXSG8W4RE	22911	Wir sind dabei; Wormser Pfingstmarkt! Wir freuen uns auf interessante Gespräche! Halle 5/512 vom 22. bis 30. Mai 2010 ~http 
positive	A1O5SM79TZTMJP	22911	Wir sind dabei; Wormser Pfingstmarkt! Wir freuen uns auf interessante Gespräche! Halle 5/512 vom 22. bis 30. Mai 2010 ~http 
neutral	A3QQ949RKK5K1W	68126	Wir sind auf der sony ericsson schulung angekommen. Mal sehn was es neues gibt.
neutral	A4ARZZW7QI98E	68126	Wir sind auf der sony ericsson schulung angekommen. Mal sehn was es neues gibt.
neutral	A3Q730ODZOHYZE	68126	Wir sind auf der sony ericsson schulung angekommen. Mal sehn was es neues gibt.
negative	A2DBE2ZBGL1FA1	31824	Wir können ja einen offenen Brief an die CDU schreiben; auf dass die Sorgen verbieten. Ich wäre dafür. @user
neutral	ASSHYQ3BXRWBL	31824	Wir können ja einen offenen Brief an die CDU schreiben; auf dass die Sorgen verbieten. Ich wäre dafür. @user
neutral	AUW4KIZ6BQ496	31824	Wir können ja einen offenen Brief an die CDU schreiben; auf dass die Sorgen verbieten. Ich wäre dafür. @user
neutral	AMVYAXSG8W4RE	25083	Wir hon heute bim Basketballcup des Finale erreicht und dann hon i no latein glernt #duknb
na	A3QQ949RKK5K1W	25083	Wir hon heute bim Basketballcup des Finale erreicht und dann hon i no latein glernt #duknb
positive	A4ARZZW7QI98E	25083	Wir hon heute bim Basketballcup des Finale erreicht und dann hon i no latein glernt #duknb
neutral	AUW4KIZ6BQ496	22120	Wir haben zwei neue Outdorseite in unserer Blogroll: Freiluft-blog (~http  und Trekking | Blog (~http )
neutral	A3QQ949RKK5K1W	22120	Wir haben zwei neue Outdorseite in unserer Blogroll: Freiluft-blog (~http  und Trekking | Blog (~http )
neutral	A4ARZZW7QI98E	22120	Wir haben zwei neue Outdorseite in unserer Blogroll: Freiluft-blog (~http  und Trekking | Blog (~http )
neutral	A2MIB5EPM59BA5	22104	Wir haben das Mammut Smart Alpine für euch getestet. Schaut es euch an: ~http
neutral	A4ARZZW7QI98E	22104	Wir haben das Mammut Smart Alpine für euch getestet. Schaut es euch an: ~http
neutral	AUW4KIZ6BQ496	22104	Wir haben das Mammut Smart Alpine für euch getestet. Schaut es euch an: ~http
neutral	A4ARZZW7QI98E	45686	Wir brauchen nicht zu prüfen;ob die ganze Arbeit ein Plagiat ist; sagte der praesident@uni-bayreuth.de ;sehen das alle so? #Guttenberg #fail
neutral	A3QQ949RKK5K1W	45686	Wir brauchen nicht zu prüfen;ob die ganze Arbeit ein Plagiat ist; sagte der praesident@uni-bayreuth.de ;sehen das alle so? #Guttenberg #fail
neutral	A3Q730ODZOHYZE	45686	Wir brauchen nicht zu prüfen;ob die ganze Arbeit ein Plagiat ist; sagte der praesident@uni-bayreuth.de ;sehen das alle so? #Guttenberg #fail
positive	A3Q730ODZOHYZE	39425	Wir "rennen" jetzt auf die Microsoft Standparty :) Aber vorher noch Franzis Wrap Up vom #CeBIT Tag 3.... ~http 
neutral	AMVYAXSG8W4RE	39425	Wir "rennen" jetzt auf die Microsoft Standparty :) Aber vorher noch Franzis Wrap Up vom #CeBIT Tag 3.... ~http 
neutral	A1O5SM79TZTMJP	39425	Wir "rennen" jetzt auf die Microsoft Standparty :) Aber vorher noch Franzis Wrap Up vom #CeBIT Tag 3.... ~http 
positive	AMVYAXSG8W4RE	48906	Windows 7 Deployment Wettbewerb - nehme teil und gewinne exklusiv eine Reise zu Microsoft nach Redmond - ~http 
neutral	AUW4KIZ6BQ496	48906	Windows 7 Deployment Wettbewerb - nehme teil und gewinne exklusiv eine Reise zu Microsoft nach Redmond - ~http 
neutral	A3Q730ODZOHYZE	48906	Windows 7 Deployment Wettbewerb - nehme teil und gewinne exklusiv eine Reise zu Microsoft nach Redmond - ~http 
neutral	AMVYAXSG8W4RE	41627	Will gerade mit dem zeitraffer anfangen finde aber meinen Stativkopf nicht.
negative	A3Q730ODZOHYZE	41627	Will gerade mit dem zeitraffer anfangen finde aber meinen Stativkopf nicht.
neutral	AUW4KIZ6BQ496	41627	Will gerade mit dem zeitraffer anfangen finde aber meinen Stativkopf nicht.
neutral	AUW4KIZ6BQ496	116842	Wieso sieht Google heute eigentlich aus wie Bing? Haben die tatsächlich endlich Microsoft gekauft?
neutral	A4ARZZW7QI98E	116842	Wieso sieht Google heute eigentlich aus wie Bing? Haben die tatsächlich endlich Microsoft gekauft?
negative	AMVYAXSG8W4RE	116842	Wieso sieht Google heute eigentlich aus wie Bing? Haben die tatsächlich endlich Microsoft gekauft?
negative	A4ARZZW7QI98E	73689	Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?
neutral	AUW4KIZ6BQ496	73689	Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?
negative	AMVYAXSG8W4RE	73689	Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?
neutral	A4ARZZW7QI98E	129835	Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 
neutral	AMVYAXSG8W4RE	129835	Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 
neutral	AUW4KIZ6BQ496	129835	Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 
positive	A3QQ949RKK5K1W	38661	wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:
positive	A4ARZZW7QI98E	38661	wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:
neutral	AUW4KIZ6BQ496	38661	wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:
positive	A4ARZZW7QI98E	10943	wie wunderschön ich den tag verschlafen hab...wake up call..
na	A3QQ949RKK5K1W	10943	wie wunderschön ich den tag verschlafen hab...wake up call..
neutral	AUW4KIZ6BQ496	10943	wie wunderschön ich den tag verschlafen hab...wake up call..
neutral	A3QQ949RKK5K1W	20858	wie wird nun eigentlich das iPhine 5 aussehen ohne #SteveJobs????
neutral	A3Q730ODZOHYZE	20858	wie wird nun eigentlich das iPhine 5 aussehen ohne #SteveJobs????
neutral	A4ARZZW7QI98E	20858	wie wird nun eigentlich das iPhine 5 aussehen ohne #SteveJobs????
neutral	A3QQ949RKK5K1W	19628	Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?
neutral	A21P7YN8KFHTDX	19628	Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?
neutral	A3Q730ODZOHYZE	19628	Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?
neutral	A3QQ949RKK5K1W	33976	Wie Sie ohne Investitionen einen Kapital von € 32;500; - erhalten können; finden Sie auf ~http  *** Bitte notieren Sie BIG_7843
neutral	AUW4KIZ6BQ496	33976	Wie Sie ohne Investitionen einen Kapital von € 32;500; - erhalten können; finden Sie auf ~http  *** Bitte notieren Sie BIG_7843
neutral	A4ARZZW7QI98E	33976	Wie Sie ohne Investitionen einen Kapital von € 32;500; - erhalten können; finden Sie auf ~http  *** Bitte notieren Sie BIG_7843
neutral	A4ARZZW7QI98E	41059	Wie sicher ist die deutsche "SwissID"? ~http 
neutral	AUW4KIZ6BQ496	41059	Wie sicher ist die deutsche "SwissID"? ~http 
neutral	A3QQ949RKK5K1W	41059	Wie sicher ist die deutsche "SwissID"? ~http 
positive	A4ARZZW7QI98E	39979	wie süß *-*
positive	AMVYAXSG8W4RE	39979	wie süß *-*
positive	AUW4KIZ6BQ496	39979	wie süß *-*
