sentiment	numberagreed	tweetid	tweet
negative	3	1539833	cada um que me aparece; o muleke colocou no FACEBOOK; NIKE SHOX PAH' (H).           --'
positive	3	879897	Vander show o menino tem futuro pra cima deles MENGAO
positive	3	689529	jah baixei jogo de super nintendo rsrs #classico rsrss agora vou tomar banho  e ver a @user meu amoor linda te amoo
negative	3	2109070	hackearam cartões na psn? se fosse eu os usava pra comprar vários wii e xbox360 e mandava entregar pro ceo da sony nos eua
neutral	3	1319034	Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!!!!!!!! ~http
neutral	3	205982	Já tem sua musica pra baixar em algum lugar??? (@wesleyiporti live on ~http )
positive	3	279141	Photo: › “Não deixe que os seus medos tomem o lugar dos seus sonhos.” › › Walt Disney ~http 
negative	3	251718	sempre fui comportada; mais agora estou pensando que se dane (8)
positive	3	192896	Cara... E se eu disser que eu to com o meu Super Nintendo aqui do meu lado? SPARKSTER TIME.
neutral	3	722717	Chuteira Adidas #F5
negative	3	694468	Eu considero um pecado da Sony estar lançando esse álbum Póstumo do MJ. Qual o próximo passo? Abrir o seu túmulo para ele gravar um clipe?
negative	3	174537	aiiiii; que demora pro meu amor chegar!!
neutral	3	704036	qm colocar #AguentaMarasco ira concorrer a um iPad 5 e uma Tv Samsung 87` 3D
positive	3	1363624	Preparando para segunda feira... Evento Microsoft - Serviço mais Software especial AZURE!!! Microsoft São Paulo.
neutral	3	1319028	Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!! ~http
neutral	3	1230233	GANHE um PlayStation 2 Slim Sony na #Promoção Mamãe & Bebê do site de vendas da @user - Clique e Concorra: ~http
negative	3	687491	frozinho chato :~
negative	3	660520	Ou eu assisto essas danadas; ou assisto as aula de matemática aplicada também conhecida como incentivo ao suicídio. Ou seja.
neutral	3	573103	To indo nessa que tem que troca os peneus...
neutral	3	593413	Diário Lucas Mergel já saiu! ~http  ▸ Principais notícias de hoje via @user @user
positive	3	1115168	Aí; bem que o Fernandão poderia vir pro Inter pra se aposentar e fazer a despedida contra o Barcelona na Audi Cup. Seria uma boa.
negative	3	507428	foi só eu ou o juiz hj deu uma forcinha de novo??? Fágner era claramente para ter sido expulso; além de um penal não marcado no Dinei!
negative	3	5843	Aff na escola agora com #alana# esta um saco
neutral	3	1299908	Câmera Digital Sony DSC-W530 14MP 12x de R$ 32;08 sem juros ~http 
positive	3	716470	Tempo de hoje...00:51:08...melhor tempo que já fiz nos 10km da Adidas dedicado a Xuxinha;
neutral	3	1270316	Chuteira Adidas Campo - Nova - Nº 41 ~http 
negative	3	686400	Meu msn tah uma merd@; nem vou me estressar!!!
positive	3	23858	FLAMENGO X FIGUEIRENSE ; Hojeee !
positive	3	155974	Assistindo justin BiBa 2 eu nao me canso de ver os videos do @user
neutral	3	1123882	Atenção alunos de cursos oficiais  Microsoft - faça o download do Companion Content ~http 
neutral	3	1299921	Monitor Samsung 15.6 polegadas por R$33;90 mensais. ~http 
positive	3	2105036	too mega feliz ganhei meu nike 6.0 hj :)
positive	3	161214	Hoje passei o intervalo inteirinho com a @user ! &gt;.&lt;
neutral	3	316497	Eu quero ganhar um netbook novinho da samsung sorteado pelo @user dê um RT ~http  #Sorteio pelo ~http  #1
positive	3	73388	Oi galera; hoje nossa turma se superou e mostrou seu talento né; q isso; estamos de parabéns amigos! hahaha :D
positive	3	261185	SamueL falando que eu faço mt falta! cute *-* &+ disse que essa música ele ouve e lembra de mim.. ~http 
neutral	3	101755	Eu estou falando com a @user com o @user e com o @user
positive	3	409286	#tafalado! @user É que esse encontro no #Melhoresdoano ; é MUITO LEGAL! O tio gosta de ver artista. #prontofalei
neutral	3	711114	A loira chega a um bar e pergunta ao primeiro que vê: Onde fica o banheiro?Ele responde:É do outro lado.{continua}
neutral	3	2251721	Alguem me diz se notes da samsung prestam?
neutral	3	696715	[KineXt] Um Avatar Kinect mais realista? Microsoft trabalha nisso ~http  #Kinect #Xbox
negative	3	2373711	Meu; batata que a paris hilton é de plástico; ela veio de alguma fábrica da mattel! ~http
neutral	3	1179821	Filme Devassa com a garota que não gosta de beber; Paris Hilton ~http 
neutral	3	344617	Assiste esse vídeo do meu projeto / Watch my project video  ~http 
neutral	3	456651	Acabei de votar nos meus artistas favoritos no Prêmio Multishow. Votá lá! #premiomultishow ~http 
positive	3	858190	Finalmente lembreei di carrega a bateria do meu nintendo ds ixl hsuahsua mó cota ki num jogo
positive	3	396209	sonhos se realizam: Será que a Nike finalmente vai lançar o tênis q se amarra sozinho; aquele do McFly?  ~http  via @user
negative	3	550573	bando de inutil nao sabem em q esse guri ninca vai da bola pra vcs unica coisa em q eu digo é q vo ri muito quando vcs chorarem por ele
negative	3	2534552	Paris Hilton = Chiclete de bola + cartão de crédito
neutral	3	668022	PROMOÇÃO LUDOR - Câmera Sony S1900 por R$319;00!!!!! (Sony Brasil) Preço com QUALIDADE só a Ludor tem.
negative	3	1229541	mais uma vez levei o MP3 w202 da Sony para a assistência técnica na data de ontem; dia 23/08. Vamos ver quanto tempo levará até a devolução.
neutral	3	1707861	Promoção: quer ganhar um laptop Sony Vaio? Dê um RT; siga @user e @user para concorrer. ~http 
neutral	3	1595286	alguem tem o celular samsung galaxy 5?
positive	3	147680	Bomm q somos so nos duas as chances sao maiores do q se fosse com 10 meninas @user
positive	3	1182963	Fiquei satisfeito com o resultado da última etapa do circuito Adidas 2010... 55 Minutos e 40 Segundos ...
negative	3	1091133	KKKKKKKKK O PESSOAL DA SONY COLOCO VMB KKKKKKK BANDO DE BURROS
negative	3	300754	ah que saudade do meu neném :(
neutral	3	860920	#brandsclub !!!! esperando nintendo wii por 499 reais !
positive	3	810679	“Eu quero almoçar na companhia de @user”255
neutral	3	1276969	#linkk Audi apresenta elétrico A2 ~http 
negative	3	400268	foda-se vc microsoft foda-se vc biiilll gates; morre diabo.
positive	3	502670	Vontade de jogar Super Nintendo =p
positive	3	7430	“Eu quero conquistar a minha independência digital com o Samsung Star que o @user está sorteando ~http 
positive	3	136387	BONCHI BONCHI BOM BOM BOM... kkkk #momentoretardada
neutral	3	2255141	GANHE um PlayStation 2 Slim Sony #Promoção do site de vendas da @user Clique e Concorra: ~http  #PremiosParaVoce
negative	3	1061585	tava la no @user fumando narguile e bem na hora que a gente ia começar a jogar nintendo e mãe pediu pra eu ir pra casa; que merda :/
negative	3	765723	Leo Moura é o meu saco; esse merda nao fez 1 jogada certa.
negative	3	587799	A Lady Gaga #queimouseufilme ao ir vestida de bife no MTV Awards sendo que existe um monte de gente que ainda passa fome no mundo.
positive	3	551384	Salvei uma pessoa de ter câncer de pulmão.. faça vc também a sua parte! =D
positive	3	848044	Guerreiroo ; Guerreiroo ; Guerreiroo ; TIME DE GUERREIRO !
positive	3	521844	obrigado @user
positive	3	1757371	vo jogar meu super nintendo HAHA ; é velho mais é o melhor
positive	3	80262	Oiee gentee ;acabei de chegaa da fazendaa; muitoo bom =DD carnaval perfeitoo @
neutral	3	466935	Kit Relógio 3 Pulseiras Nike Cuff      de R$ 199;90 por: R$ 99;90 ~http  via @user
negative	3	1427599	aaa q dia mais chato hoje :\  acho que vou jogar um pouco de nintendo wii depois eu volto
positive	3	664816	Photo: › Quando se trata de amor nunca é tarde demais. Cartas para Julieta ~http 
positive	3	476118	Indo dormir ; Boa noite  a todos :D
neutral	3	509626	Conexão Tecnológica: Microsoft anuncia planos para um SDK do Kinect ~http 
neutral	3	837843	Alguem indica eu ? *-*'
neutral	3	1288906	ImagineDay - dia 16 de Novembro às 10Horas na ESTG do IPleiria - Neste evento: + info sobre Imagine Cup 2010 da Microsoft - final em NewYork
positive	3	270094	baixando umas musics aqui no trampo ;)
positive	3	226398	Lou dormiu aqui de ontem pra hj; dafne ta vindo daqui a pouco pra gnt assistir um filme; yay -Lu
neutral	3	316496	Eu quero ganhar um netbook novinho da samsung sorteado pelo @user dê um RT ~http  #Sorteio pelo ~http  #02
negative	3	1060015	Em uma escala de 0-10 a música da propaganda de 15 anos da Sony é ruim 245733.
positive	3	2415326	Jogando donkey kong!! Nossa; tirei meu super nintendo do bau!!
negative	3	834794	Mais que sacanagem é essa?
positive	3	414346	Ter você é meu desejo de viver ! ♪
negative	3	803837	Amanheceu um friozim hoje ein.. gosto disso não; da uma preguiça de tomar banho
positive	3	207755	Bom Dia a todosssssssssssssss! =)
positive	3	470244	Manda Abraço pra mim! Aprendi quase todas minhas musicas com voces! (@cifraclub live on ~http )
neutral	3	553674	Eu quero ganhar 1 Tablet SAMSUNG GALAXY dia 30/06/2011; estou seguindo @user e concorrendo; de RT e concorra tb; infos: #multiloja.com
negative	3	273422	Mais de 100 vezez que o Luan entra e não me responde :\ #Bua
negative	3	178239	Você é sempre chato assim ou só quando esta acordado????
negative	3	1711390	Nessa tal de Copa Audi ou só vale empate ou Milan e Inter são muito fracos .
neutral	3	2528890	#GANHE um PlayStation 2 Slim Sony #Promoção Mamãe & Bebê do site de vendas da @user Clique e Concorra: ~http 
neutral	3	1319046	Tudo sobre as partidas desta quarta-feira pela Champions League; Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!! ~http 
neutral	3	1201537	Quero ganhar uma bela Camera Digital Samsung ES65. É só seguir a @user e concorrer ~http
neutral	3	402586	Games e Tecnologia Brasil: Sony apresenta no Brasil a tecnologia 4k de cinema digital. ~http 
neutral	3	720621	poise! não; vc não entendeu. ele tem o pessoal dele que é o Ronaldo Cruz
neutral	3	2048033	Eu quero ganhar o Nintendo Wii que o @user vai sortear dia 27/10 (20:00 hrs);RT e follow @user ~http 
negative	3	209062	Bom dia. Acabei de acordar com muita dor no ombro :/
neutral	3	629824	Promoção: quer ganhar um laptop Sony Vaio? Dê um RT; siga @user e @user para concorrer. ~http 
positive	3	839278	fui no dentista hj e dps passei na casa do @user :D ;; tava jogando nintendo wii :B
negative	3	165818	UM #FODA-SE PARA ESSE AVATERES QUE QUE DIZEM ME SEGUE QUE EU TE SIGO E SO #KAÔ;PELA ULTIMA VEZ SO SIGO QUEM EM SEGUIR ;;)
negative	3	581200	nao entendo como um ipod eh melhor q um sony vaio; nao entendo mesmo...
positive	3	591496	#LOUVOSÃO sexta è nòs;quero ver tods là 93 è o melhor......
neutral	3	1117416	Atacando de DJ: Paris Hilton quer competir com David Guetta e planeja lançar álbum de house music ~http  SENTA LÁ PARIS!
positive	3	2034325	Soou TÃO Viciiado  Em Super Nintendo Que tenho 3 Emuladores No Pc!^^ HuHuahauh #SuperNintendoManiacs
negative	3	111089	Quando a vida te obriga a enfrentar gente malvada devemos pensar que ela é uma lixa ela pode te arranhar
neutral	3	829930	Video: A Sony publicou nesta quinta quatro vídeos falando sobre seu novo portátil; que foi batizado... ~http 
neutral	3	1319042	Tudo sobre as partidas desta quarta-feira pela Champions League; Europa League e Copa Audi !!!!!!!!!!!!!!! ~http 
neutral	3	1380392	Alguem tem um super nintendo com o mario world pra emprestar ?
positive	3	311888	booom dia; bom domingo para todos (:
negative	3	538571	AINDA NÃO ACABOU.
positive	3	866886	Comecei o dia ótimo hje *-------*
positive	3	2417988	É cada coisa... muitaa saudade da época que restart era o botão do Nintendo !! :/
negative	3	2410560	Xinga o Justin Barbie mas usa um nike igual ao dele #FAIL (@pecesiqueira live on ~http )
neutral	3	2436045	chegar aos 100; irei sortear uma maquina sony rosa; de 540 mega pixels.
positive	3	918662	gostei do tenis azul la :D ; eu tenho a nike 6.0 preto :P
negative	3	721508	"so esperando outro black out ; safados fazendo fraude ; quem ta dirigindo um audi ; nunca tomou banho de balde"
negative	3	2472962	Agora a Nintendo tem que rezar para a @user conseguir mudar jogos para "arte"; senão ficará dificil para a Nintendo no Brasil. @user
positive	3	1156828	A microsoft marcou uma era; é inegável. Acabei de ver que eles tem software pra desenho de flowchart; tudo o que eu precisava!
positive	3	2431358	Obrigado internet banda larga. Conferência da Sony agora. #e3
positive	3	384323	Lançamento da Sony PSP2 mt show galera. ~http 
negative	3	428622	Ganso seu fdp; como tu te machuca seu caralho?! Agora não vai mais jogar aqui... Vai fazer um fortalecimento muscular; porque tá foda!
positive	3	402377	Saindo Aqui Amores Da Minha Vida Razão Da Minha Existência !!...
positive	3	269913	Marquinho Manda uma camisa pra mim :D (@OficialFlu live on ~http )
positive	3	147109	que bom!!! menos um problema! agora só me faltam 2 pra resolver hj!
positive	3	1134181	Essa propaganda da Sony 'e muito boa!
positive	3	480948	cheguei da loja ; ja comprei meu xbox 360 ; agora se pah hj vo volta pra compra a tv de 42 da sony ; outro presente de niver *--*
positive	3	72532	1 e 6 da manha e eu tuitando daqui do quarto do hotel!!!! mt bom hj!!! '------' comprei um nike shox e uma Gap hoodie
positive	3	1128311	Video muito legal do Audi DTCC Etapa Campo Grande ~http  parabéns a @user
positive	3	163120	“Não contem para ninguém; mas o Brasil é o meu país favorito.” Demi Lovato
positive	3	1543021	Comprei um short da Nike e o meião canguru da Penalti preto pra jogar no interclasses! :D
neutral	3	35224	dizem que a agua na ponte nova ja eras; alguém confirma?
positive	3	1315898	aguardando resposta da Sony Music..... vamos torcer!!!!!! para ser o site oficial do MWS no Brasil
positive	3	642926	tenhoo muito orgulho de ser Corinthianaa  #DiadoCorinthians ♥
negative	3	1299893	fiquei cabreiro hoje entrei no site da adidas e vi que la nao mostra que eles patrocinam clubes brasileiros; só tem foto de camisa europeia
negative	3	472430	Odeio sair com minha familia
neutral	3	554567	Oii  @user  #Cat
neutral	3	1319556	Sigam e RT @user #sorteio em 14/01 Monitor/TV 24" Full HD Samsung #P2470HN ~http 
negative	3	15283	namoraaaaaaaaal; qe filha da putaaaaaaaagem velho; odeio esse tipo de beijo qe você não sabe o significado :@'
neutral	3	877536	Confiram 3 das músicas do nosso EP no ~http 
positive	3	479841	Eu baixei um monte de filtro e efeitos especiais pro meu Sony Vegas; meus videos vão ficar lindões agora! &lt;3
negative	3	21284	Nenhuma situação é tão complicada que uma mulher não posso piorar.
neutral	3	724440	O papeis coadjuvantes disputados foram o de Luna Lovegood;Lila Brown;e "apenas 7 mil garotas se escreveram para interpretar Cho Chang.
neutral	3	853820	Microsoft inicia divulgação de seu tablet - Microsoft Courier -  ~http
positive	3	146926	Se tudo der certo - vou pra Ivinhema fazer outro curso sexta que veeem 0// Aproveitar que o papis ta investindo =)
neutral	3	1289935	Chegaram os Brindes da Microsoft pro #MTD2010..:)
positive	3	480914	Acabo de descobrir um dos melhores sites sobre Nintendo do país: @user  Sensacional!!!
positive	3	1441641	Não creio achei um super nintendo na casa do meu primo; isso merece uma bora roda de de Mario kart.
positive	3	456712	Boa Noitee (:
negative	3	513515	meudeus; tentar achar um jogo pra nintendo wii barato é mesma coisa que tentar achar uma lente de contato na piscina
negative	3	782711	Joogando Nintendo DSi ;     aô Mariio que não presta ; kkkkkkk'
neutral	3	2255140	Sorteio de Um PlayStation 2 Slim Sony #Promoção Mamãe & Bebê do site de vendas da @user Clique e Concorra: ~http 
negative	3	69696	Photo: › Pessoas dramáticas me irritam profundamente. Mas sou a pior que já conheci. › › Prefira Borboletas ~http 
neutral	3	2570214	#CopaAudinoEI copa audi ao vivo no ei agora
neutral	3	2599395	Tênis Nike encosto alto W Por apenas R $ 249;90 ~http 
positive	3	176001	o celular do pai chegou hoje; é o novo lançamento da samsung duos tv digital. To tentando conquistar ele a pedir um pra mim.
neutral	3	2367713	Centro de Suporte Microsoft Fix it: solução de problemas de software ~http 
neutral	3	1243781	Quero ganhar o ingresso pro Rock In Rio ou a Câmera  PL100 da Samsung que o @user tá Sorteando; quer também? ~http 
neutral	3	775207	Você curte tatuagens? Pretende fazer? É contra? Conta pra gente! ~http 
neutral	3	1292981	Apple obtém liminar que proíbe venda de três celulares Samsung - ~http 
positive	3	501929	Minha Mãe está pensando em Comprar o Nintendo Wii' Dou maior força pra ela' kkkk xD
positive	3	1143636	UAU!!!... Fundação leiloa duas unidades cromadas do Audi R8 Spyder ~http  #G1
positive	3	387492	Sabe a música do tumblr da @user ? é muito linda! haha
negative	3	180757	Q palhaçada eh essa?! Colocaram um papel escrito Tinta Hoje aki na porta... Ai ai T.T
positive	3	620683	Muito bom poder adorar junto com meus irmãos da ibc-cabo frio É #shu
positive	3	26274	Passei nas provas de Mat. e Física!
negative	3	243510	Ponei maldito ; ponei maldito; lá lá lá; ponei maldito ; ponei maldito; lá lá lá
positive	3	514209	Amanha vou ouvir o @user cantando; estou mais do que emocionado
neutral	3	1218728	KKKK ~http  Vc Nao entra na chácara Traira RT“@gabriel_oficial: @user to levando uma pro ce da nike porq adidas ta foda rs
positive	3	391631	BOM DIA!!! Hj é sexta! Amanhã chega visitas ilustres; prima Nike e amiga Cely. Bom d+!!!
negative	3	1403421	Não comprem nada na Insinuante.com! Comprei 1 MP3 da sony nesta loja virtual e demoraram quase 30 dias pra me entregar o produto. TO FORA!
neutral	3	2255142	GANHE um PlayStation 2 Slim Sony #Promoção Mamãe & Bebê do site de vendas da @user - Clique e Concorra: ~http 
positive	3	536746	Dormir agora !!! Amanha Viagem longa !!! Go @user !!
positive	3	159932	è muito barato pra mandar cartas; eu pensava q era caro. kkkkkkkkk vou mandar pro @user semana q vem; ou até essa mesmo. +
positive	3	440068	tonyhawk o lendário do skate!
positive	3	879595	Consegui... Ela penso em mim UASHUASHUASHAUHAS
negative	3	276295	Tem um gato da minha vizinha que quando ele me vê ele corre !!! séra que soou tão feio ???
